Name,Gender,Frequency
नोरिन,0,0
नोरिना,0,0
नोशन,1,0
नोवीं,1,0
नोज़े,1,0
नृप,1,0
न्रिपेंद्र,1,0
नृपेश,1,0
न्र्पेंद्र,1,0
नुज्हत,0,0
नुज्हत,1,0
नुकेश,1,0
नुमखर,1,0
नुमन,1,0
नुपु,1,0
नुराज,1,0
नुश,1,0
नुतन,0,0
नुतन,1,0
न्यौपानेम,1,0
न्यिमा,0,0
ओअसिस,1,0
ओअत,1,0
ओबिरम,1,0
ओब्लिक़ुए,1,0
ओचेअन,1,0
ओज,1,0
ओजन,1,0
ओजश,1,0
ओजश्वी,0,0
ओजस्वी,0,0
ओजस्वी,0,0
ओजस्वी,1,0
ओजेश,1,0
ओकिल,1,0
ओम,1,0
ओमविक्रम,1,0
ओम्हारी,1,0
ओमकार,1,0
ओमकृष्ण,1,0
ओमनाथ,1,0
ओमप्रकाश,1,0
ओमराज,1,0
ओनम,1,0
ओनश,1,0
ओनुस,1,0
ओपेन्द्र,1,0
ओरिश,1,0
ओर्फेउस,1,0
ओर्जोराज,1,0
ओसन,1,0
ओशन,1,0
ओशिस,1,0
ओशो,1,0
ओवेन,1,0
ओशस्वेइ,1,0
ओशोश,1,0
पबन,1,0
पबी,0,0
पबिन,1,0
पबिन्द्र,1,0
पबित्र,1,0
पदम,1,0
पदमा,1,0
पदमेंद्र,1,0
पदमराज,1,0
पदमा,0,0
पदमा,1,0
पद्मदीप,1,0
पहरी,1,0
पलाश,1,0
पाल्देन,1,0
पलिना,0,0
पलिस्था,0,0
पलिस्था,1,0
पल्लब,1,0
पल्लव,1,0
पल्लवी,0,0
पल्लव,1,0
पल्लवी,0,0
पल्पसा,0,0
पल्सों,1,0
पमी,0,0
पमितोष,1,0
पम्मी,0,0
पम्फा,0,0
पाण्डव,1,0
पाण्डे,1,0
पण्डित,1,0
पन्दु,1,0
पंकज,1,0
पन्त,1,0
पन्थी,1,0
पनु,0,0
पनुज़ा,0,0
पप्पु,1,0
पपु,1,0
पपुलर,1,0
पराग,1,0
पराजुली,1,0
परज्वल,1,0
परम,1,0
परमेशोर,1,0
परमेश्वर,1,0
परमेश्वोर,1,0
परंजय,1,0
पारस,1,0
परासर,1,0
परश,1,0
पराशर,1,0
परश्मानी,1,0
पारसमणि,1,0
पर्बत,1,0
पार्वती,1,0
पर्भाकर,1,0
परीक्षित,1,0
परिबर्तन,1,0
परिवेश,1,0
परिचित,1,0
पारिजात,0,0
परिक्रमा,0,0
परिक्रमा,1,0
परिक्षित,1,0
परिन,1,0
परिषद,1,0
परिश्रुत,1,0
परितोष,1,0
परिवेश,1,0
परिवेश,1,0
पर्कश,1,0
परमानन्द,1,0
पर्मर,1,0
परमेन्द्र,1,0
परमेश,1,0
परमेश्वर,1,0
पर्मिला,1,0
परूल,0,0
परशु,1,0
परशुराम,1,0
परसुराम,1,0
पर्ताप,1,0
पर्ठा,1,0
पारु,1,0
पर्वत,1,0
पार्वती,0,0
पर्वत,1,0
परवेज,1,0
पर्वेस,1,0
परवेज,1,0
पासांग,0,0
पासांग,1,0
पास्कल,1,0
पसी,1,0
पशन,1,0
पशुपति,1,0
पाठक,1,0
पौदेश,1,0
पौरख,1,0
पौरख,1,0
पवन,1,0
पावेल,1,0
पवन,1,0
पवित्रमण,1,0
पायल,0,0
पयोज,1,0
पेअर्ल्सोन,1,0
पेचेल,1,0
पीताम्बर,1,0
पेमा,0,0
पेमा,1,0
पेम्बा,0,0
पेम्बा,1,0
परिश,1,0
पसल,1,0
प्योत्र,1,0
पेयुश,1,0
फलेन्द्र,1,0
फन,1,0
फनेंद्र,1,0
फोम,1,0
फरिन्द्र,1,0
फत्त,1,0
फिलेमों,1,0
फिरोज,1,0
फूल,1,0
फूल्चंद,1,0
फुलमाया,0,0
फुलु,0,0
फुलु,1,0
पिदिसों,1,0
पिंकी,0,0
पिंकी,1,0
पिंकी,0,0
पिंकी,0,0
पिंकी,1,0
पिन्टु,1,0
पिपन,1,0
पिताम्बर,1,0
पिताम्बेर,1,0
पिटर,1,0
पिउश,1,0
पियुष,1,0
पियुष,1,0
पल,1,0
पोबा,1,0
पोखराज,1,0
पोखरेल,1,0
पोखराज,1,0
पोख्रेल,1,0
पूजा,0,0
पूजा,1,0
पूजन,1,0
पूनम,1,0
पूर्ण,1,0
पोपुलर,1,0
पोशाक,1,0
पोषण,1,0
पोस्राज,1,0
पोस्ट,1,0
पौडेल,1,0
पौरुष,1,0
प्रबचन,1,0
प्रबाह,1,0
प्रबाश,1,0
प्रबी,0,0
प्रबीन,1,0
प्रबेग,1,0
प्रबेन्द्र,1,0
प्रवेश,1,0
प्रभाब,1,0
प्रभाकर,1,0
प्रभाकर,1,0
प्रभानंद,1,0
प्रभास,1,0
प्रभात,1,0
प्रभ्त,1,0
प्रभु,1,0
प्रभुशन,1,0
प्रबिधि,0,0
प्रबिधि,1,0
प्रबिज,1,0
प्रविन,1,0
प्रबिना,0,0
प्रबिन्द,1,0
प्रबिन्द्र,1,0
प्रबिप,1,0
प्रबिर,1,0
प्रबिसा,0,0
प्रबिश,1,0
प्रबिता,0,0
प्रबोध,1,0
प्रबुद्ध,1,0
प्रचन,1,0
प्रचण्ड,1,0
प्रचण्ड,1,0
प्रचान्द्र,1,0
प्रचेत,1,0
प्रदीन,1,0
प्रदीप,1,0
प्रदीप्लाल,1,0
प्रदेज,1,0
प्रदेप,1,0
प्रदेश,1,0
प्रदेशी,1,0
प्रधान,1,0
प्रधानाङ्ग,1,0
प्रधुमन,1,0
प्रध्युमन,1,0
प्रदिप,1,0
प्रदिश,1,0
प्रदिता,0,0
प्रदुमना,1,0
प्रद्युमन,1,0
प्रद्युम्मा,1,0
प्रद्युम्न,1,0
प्रफ्फुल,1,0
प्रफुल,1,0
प्रफुल्ल,1,0
प्रगती,0,0
प्रगति,0,0
प्रगति,1,0
प्रगतिशील,1,0
प्रगेश,1,0
प्रगुन,1,0
प्रज्ञा,0,0
प्रज्ञा,1,0
प्रज्ञान,1,0
प्रग्येश,1,0
प्रहर्ष,1,0
पराज,1,0
प्रजा,0,0
प्रजा,1,0
प्रजक्ति,0,0
प्रजाल,1,0
प्रजन,1,0
प्रजनी,0,0
प्रजापति,1,0
पराजय,1,0
पराजय,1,0
प्रजीना,0,0
प्रजेश,1,0
प्रजिन,1,0
प्रजिना,0,0
पराजित,1,0
पराजित,0,0
प्रज्जवल,1,0
प्रज्जोल,1,0
प्रज्ज्वल,1,0
प्रज्ज्वोल,1,0
प्रजोल,1,0
प्रजों,1,0
प्रजुल,1,0
प्रजुं,1,0
प्रज्वल,1,0
प्रज्वोल,1,0
प्रककश,1,0
प्रकाण्ड,1,0
प्रकार,1,0
प्रकाश,1,0
प्रकश्जित,1,0
प्रकट,1,0
प्रकीती,0,0
प्रकेशेत,1,0
परखाल,1,0
प्रखर,1,0
प्रख्यात,1,0
प्रकिरना,0,0
प्रकित,1,0
प्रकृती,0,0
प्रकृती,1,0
प्रकृति,0,0
प्रकृति,1,0
प्रक्सश,1,0
प्रलाद,1,0
प्रलाध,1,0
प्रलय,1,0
प्रलेश,1,0
प्रल्हाद,1,0
प्रलिन,1,0
प्रलिश,1,0
प्रमा,0,0
परमानन्द,1,0
परमानन्द,1,0
प्रमेन,1,0
प्रमेश,1,0
परमेश्वर,1,0
प्रमेश्वोर,1,0
प्रमिल,1,0
प्रमिला,0,0
प्रमिला,1,0
प्रमिन,1,0
प्रमिना,0,0
प्रमिश,1,0
प्रमिषा,0,0
प्रमिस्था,0,0
प्रमित,1,0
प्रमिता,0,0
प्रमिठुस,1,0
प्रमोद,1,0
प्रमोदित,1,0
प्रमोद्मन,1,0
प्रण,1,0
प्रणा,0,0
प्रणब,1,0
प्रणाम,1,0
प्रणव,1,0
प्रणय,1,0
प्रनायाँ,1,0
प्राणील,1,0
प्रनेश,1,0
प्रनिज,1,0
प्रनिक,1,0
प्रनिका,0,0
प्रनिल,1,0
प्रनिश,1,0
प्रनिषा,0,0
प्रनिषा,1,0
प्रनिता,0,0
प्रन्जल,1,0
प्रन्नाब,1,0
प्रन्नव,1,0
प्रनोदन,1,0
प्रनोय,1,0
प्रन्शु,1,0
प्रन्सु,1,0
प्रन्तोष,1,0
प्रनुज,1,0
प्रणय,1,0
प्रपूजा,0,0
प्राप्ती,0,0
प्राप्ति,0,0
प्ररोरा,1,0
प्रार्थना,0,0
प्रारूप,1,0
प्रसंसा,0,0
प्रसंसा,1,0
प्रसंशा,0,0
प्रसंशा,1,0
प्रसं,1,0
प्रसन्न,1,0
प्रसंशा,0,0
प्रसंशा,1,0
प्रसान्त,1,0
प्रसान्त,1,0
प्रष,1,0
प्रशंसा,0,0
प्रशंशा,0,0
प्रशं,1,0
प्रशंदिप,1,0
प्रशंग,1,0
प्रशन्न,1,0
प्रशंसा,0,0
प्रशान्त(तुलाधर),1,0
प्रशान्त,1,0
प्रशान्त,1,0
प्रशीन,1,0
प्रशिद्द,1,0
प्रशिद्ध,1,0
प्रशिध,1,0
प्रशील,1,0
प्रशिला,0,0
प्रशिस,1,0
प्रशिष,1,0
प्रशित,1,0
प्रश्न,1,0
प्रश्रय,1,0
प्रश्रित,1,0
प्रशुं,1,0
प्रसिद्ध,1,0
प्रसिद्धी,0,0
प्रसिध,1,0
प्रसिल,1,0
प्रसिश,1,0
प्रसून,1,0
प्रस्ताब,1,0
प्रस्ताव,1,0
प्रस्तिका,0,0
प्रस्तिका,1,0
प्रस्तुत,1,0
प्रसुन,1,0
प्रसुन,1,0
प्रस्विश,1,0
प्रताप,1,0
प्रतीक्षा,0,0
प्रथम,1,0
प्राथना,0,0
प्रथिवा,0,0
प्रतिभ,1,0
प्रतिभा,0,0
प्रतिभा,1,0
प्रतिक,1,0
प्रतिछा,0,0
प्रतिछ्या,0,0
प्रतीकक,1,0
प्रतिज्ञा,1,0
प्रतिग्याँ,0,0
प्रतिक,1,0
प्रतिकार,1,0
प्रतिक्छ्या,0,0
प्रतिक्छ्या,1,0
प्रतिक्षा,0,0
प्रतिक्षा,1,0
प्रतिक्ष्य,1,0
प्रतिमा,0,0
प्रतिमा,1,0
प्रतिरोध,1,0
प्रतिसरा,0,0
प्रतिष,1,0
प्रतिष्ठा,0,0
प्रतिस्थ,1,0
प्रतिष्ठित,1,0
प्रतित,1,0
प्रतिवा,0,0
प्रतुल,1,0
प्रत्युल,1,0
प्रत्यूष,1,0
प्रवाकर,1,0
प्रवल,1,0
प्रवाश,1,0
पर्वत,1,0
प्रवाव,1,0
प्रवीण,1,0
प्रवीर,1,0
परवेज,1,0
प्रवेश,1,0
प्रवेशिका,0,0
प्रवेश्कर,1,0
प्रविंद,1,0
प्रविशन,1,0
प्रवल,1,0
प्रवेश,1,0
प्रवेश्वोर,1,0
प्रविन,1,0
प्रवोर,1,0
प्रयाग,1,0
प्रयास,1,0
प्रयाश,1,0
प्रयत्न,1,0
प्रयों,1,0
प्रयुक्ति,0,0
प्रयुश,1,0
पराजीत,0,0
प्रजोल,1,0
प्रज्वल,1,0
प्रेअतेश,1,0
प्रीदेप,1,0
प्रॆशन,1,0
प्रीतम,1,0
प्रीति,0,0
प्रीतिना,1,0
प्रीटी,0,0
प्रेइत्य,0,0
प्रेइश,1,0
प्रेजा,0,0
प्रेजु,0,0
प्रेक्छा,0,0
प्रेक्षा,0,0
परिक्षण,1,0
प्रेक्ष्य,0,0
प्रेक्ष्य,1,0
प्रेम,1,0
प्रेम,1,0
प्रेमेंद्र,1,0
प्रेम्हारी,1,0
प्रेरक,1,0
प्रेरणा,0,0
प्रेरिका,0,0
प्रेरणा,0,0
प्रेरणा,1,0
प्रेरोक,1,0
प्रेशिका,0,0
प्रिअजन,1,0
प्रिजल,1,0
प्रिन्स,1,0
प्रिन्सका,0,0
प्रितम,1,0
प्रिती,0,0
प्रिती,1,0
प्रितेश,1,0
पृथ्बी,1,0
प्रिथिवी,1,0
पृथु,1,0
पृथ्वी,1,0
प्रिती,0,0
प्रितिना,0,0
प्रितिश,1,0
प्रित्टी,1,0
प्रिय,1,0
प्रिय,1,0
प्रियादर्शन,1,0
प्रियाम्बदा,0,0
प्रियाना,0,0
प्रियंका,0,0
प्रियाँशु,1,0
प्रियारंजन,1,0
प्रियाश,1,0
प्रियेंद्र,1,0
प्रिज़ा,0,0
प्रोबिं,1,0
प्रोफिता,0,0
प्रोगेश,1,0
प्रोग्रेस,1,0
प्रोजेश,1,0
प्रोज्ज्वोल,1,0
प्रोज्वोल,1,0
प्रोमेश,1,0
प्रोमिस,1,0
प्रोमिश,1,0
प्रोमोद,1,0
प्रोसेस,1,0
प्रोशिका,0,0
पुब्लिना,0,0
पुञ्ज,1,0
पुजन,1,0
पुजश,1,0
पुजिता,0,0
पुकार,1,0
पुलिक,1,0
पुमल,1,0
पुन,1,0
पुनम,0,0
पुनम,1,0
पुनिमा,0,0
पुनित,1,0
पुनित,1,0
पुंजन,1,0
पुन्यदिप,1,0
पुन्यकुमार,1,0
पुरक,1,0
पुरन,1,0
पूर्व,1,0
पुरिंजी,1,0
पूर्ण,1,0
पुर्नन्द,1,0
पुर्नेंदु,1,0
पुर्णिमा,0,0
पुर्णिमा,1,0
पुर्षोत्तम,1,0
पुर्सोतम,1,0
पुर्स्वोतम,1,0
पुरु,1,0
पुरुषोतम,1,0
पुरुषोत्तम,1,0
पुरुसोतम,1,0
पुरुसोत्तम,1,0
पुरुस्वत्तम,1,0
पुष्कल,1,0
पुस्कर,1,0
पुष्प,1,0
पुष्पक,1,0
पुष्पराज,1,0
पुष्पेन्द्र,1,0
पुश्वंत,1,0
पुस्कल,1,0
पुस्कर,1,0
पुष्प,1,0
पुस्पा,0,0
पुस्पा,1,0
पुष्पराज,1,0
पुस्प्मानी,1,0
पुस्ताम,1,0
प्याकुरेल,1,0
प्यारु,1,0
कुरी,0,0
राज,1,0
रबेन्द्र,1,0
रबेश्लाल,1,0
रभु,1,0
रभुशन,1,0
रबि,1,0
रबिन,1,0
रबिन,1,0
रबिनाथ,1,0
रबिंदर,1,0
रबिन्द्र,0,0
रबिन्द्र,1,0
रबिन्द्रा,1,0
रबिनेश्वोर,1,0
रबिन्स,1,0
रबिन्सों,1,0
रबिरोशन,1,0
रबिता,0,0
रब्स,1,0
रचैन्द्र,1,0
रचन,1,0
रचना,0,0
रचना,1,0
रच्हक,1,0
रचिन्द्र,1,0
रचित,1,0
रचित,1,0
रदीप,1,0
राधा,0,0
राधा,1,0
राधे,1,0
राधे,1,0
राधेबबू,1,0
राधेशायाम,1,0
राधेश्याम,1,0
राधिका,0,0
राधिका,1,0
रगानी,0,0
रगानी,1,0
राघब,1,0
रघबेन्द्र,1,0
राघव,1,0
रघ्बेन्द्र,1,0
रघु,1,0
रघुबर,1,0
रघुबेन्द्र,1,0
रघुबीर,1,0
रघुनाथ,1,0
रघुवीर,1,0
राघवेन्द्र,1,0
रहेम,1,0
रहिश,1,0
रहिषा,0,0
रहिषा,1,0
रह्मी,1,0
राहुल,1,0
रे,1,0
रैएश,1,0
रेहाना,0,0
रेश,1,0
रेशा,0,0
रेज,1,0
राज,1,0
राजा,1,0
राजबाबु,1,0
रञ्जन,1,0
राजना,0,0
रजनी,0,0
रजनी,1,0
रजनीश,1,0
राजाराम,1,0
राजर्षी,1,0
राजव,1,0
राजबाबु,1,0
राज्भंदारी,1,0
राज्बिन्द,1,0
राजदीप,1,0
राजदेव,1,0
राजदिप,1,0
राजीब,1,0
राजीन,1,0
राजीना,0,0
राजीत,1,0
राजेंद्द्र,1,0
राजेन्द्र,1,0
राजेश,1,0
राजेशोरी,1,0
राजेश्वर,1,0
राजेश्वोर,1,0
राजेश्वोरी,0,0
राज्गिर,1,0
राजिब,1,0
रजिन,1,0
राजीना,0,0
राजिप,1,0
राजिता,0,0
राजिव,1,0
राजिया,0,0
रज्जा,0,0
राज्जन,1,0
रज्जु,0,0
राज्ज्वल,1,0
राजकिशोर,1,0
राज्किशोरे,1,0
राजकुमार,1,0
राज्नेश,1,0
रजनीश,1,0
राजोज,1,0
राजश्री,0,0
राज्सों,1,0
राजु,1,0
राज्वोल,1,0
राज्य,0,0
राज्य,1,0
राज्यस्वोरी,0,0
रकें,1,0
राकेश,1,0
राखी,0,0
रकिल,1,0
रकिता,0,0
रक्षा,0,0
रक्षा,1,0
रक्षक,1,0
रक्षा,0,0
रक्षा,1,0
रक्तिम,1,0
राम,1,0
रमा,1,0
रामाग्य,1,0
रमाकान्त,1,0
रमाकान्त,1,0
रामल,1,0
रमण,1,0
रमन,1,0
रामानन्द,1,0
रामानन्द,1,0
रमंशु,1,0
रामानुज,1,0
रामशंकर,1,0
रामाशिष,1,0
रामबाबु,1,0
रामबली,1,0
रामबरण,1,0
रामविलास,1,0
राम्बिश्वाश,1,0
रामचन्द्र,1,0
रामदीप,1,0
रामधन,1,0
रामधार,1,0
राम्दुलर,1,0
रमीन्द्र,1,0
रमेश,1,0
रामेशोरी,0,0
रामेशोरी,1,0
रमेशुतॉर,1,0
रामेश्वर,1,0
रामेश्वोर,1,0
रामेश्वर,1,0
रामेस्वोर,1,0
रामहरी,1,0
रामिज,1,0
रमिल,1,0
रमिला,0,0
रमिला,1,0
रमिन,1,0
रामिसा,0,0
रमिषा,0,0
रमित,1,0
रमिता,0,0
रामिज़,1,0
रामजनम,1,0
रामजीवन,1,0
रामजी,1,0
रामकेवल,1,0
रामकिशोर,1,0
रामकृष्ण,1,0
रामलाल,1,0
राममणि,1,0
रामनरेश,1,0
रामनाथ,1,0
रामोद,1,0
रामपति,1,0
रामप्रित,1,0
रामपुकार,1,0
रामराज,1,0
रामराजा,1,0
रामरतन,1,0
रामसागर,1,0
रामशरण,1,0
राम्शोहाग,1,0
रामसिंह,1,0
राम्सिन्हासन,1,0
राम्स्नेही,1,0
रामु,1,0
रामविद्या,1,0
राम्युध्य,1,0
रङ,1,0
राना,1,0
रणनी,0,0
रंदीप,1,0
रंधिर,1,0
रंदिश,1,0
रनेंद्र,1,0
रंगनाथ,1,0
रनिश,1,0
रंजि,1,0
रंजन,1,0
रन्जना,0,0
रन्जना,1,0
रंजय,1,0
रंजय,1,0
रंजीप,1,0
रन्जीत,1,0
रंजेश,1,0
रंजिल,1,0
रंजित,1,0
रंजित,1,0
रन्जु,0,0
रन्जु,1,0
रान्नु,1,0
रणोदीप,1,0
रनोज,1,0
रारा,0,0
रस,1,0
रासन,0,0
रस्बिं,1,0
रसेंद्र,1,0
रशाम्कुमार,1,0
राशन,1,0
राशी,0,0
रशेल,1,0
राशिक,1,0
राशिका,0,0
राशील,1,0
रशिला,0,0
राशिम,1,0
रशिश,1,0
रश्मि,1,0
राष्मिना,0,0
राष्मित,1,0
राष्मिता,0,0
राष्मिता,1,0
राशन,1,0
रसिक,1,0
रसिक,0,0
रसिल,1,0
रसिश,1,0
रस्किन,1,0
रस्मि,0,0
रस्मिना,0,0
रस्मिता,0,0
रस्मिता,1,0
रासु,0,0
रसुल,1,0
रतन,1,0
रतान्काजी,1,0
रति,0,0
रति,1,0
रतिश,1,0
रत्नाकर,1,0
रत्नेश,1,0
रत्नेश्वर,1,0
रत्तन,1,0
रौनक,1,0
रौनियार,1,0
रोशन,1,0
रौत,1,0
राव,1,0
रवीन,1,0
रवीना,0,0
रवि,1,0
रविकान्त,1,0
रविकेश,1,0
रविकिरण,1,0
रविन,1,0
रविन्द्र,1,0
रविराज,1,0
रविशंकर,1,0
रव्विए,1,0
रक्ष्चय,0,0
रे,1,0
रय्बोत,1,0
रयिश,1,0
रय्ताज,1,0
रय्जीना,0,0
रजिम,1,0
रेअगोन,1,0
रेअसोन,1,0
रिबन,1,0
रेवन्त,1,0
रेवन्त,1,0
रेवती,1,0
रेबिका,0,0
रेबिना,0,0
रेदेश,1,0
रीचा,0,0
रीदुल,1,0
रीदुम,1,0
रीजु,0,0
रीकेश,1,0
रीकिना,0,0
रीमा,0,0
रीमा,1,0
रीना,1,0
रीनु,0,0
रीसव,1,0
रीशव,1,0
रीशी,1,0
रीता,0,0
रीता,1,0
रीतिक,1,0
रीतु,0,0
रीवज,1,0
रेगल,1,0
रेगेश,1,0
रेगिना,0,0
रेग्मी,1,0
रेग्मिम,1,0
रेहाना,0,0
रेह्गें,1,0
रेजा,1,0
रेजर,1,0
रेजिना,0,0
रेजिना,1,0
रेजिश,1,0
रेखा,1,0
रेम,1,0
रेमन,1,0
रेमन्त,1,0
रेनिज,1,0
रेनिश,1,0
रेनिषा,0,0
रेंजन,1,0
रेणु,0,0
रेणु,1,0
रेनुका,0,0
रेनी,0,0
रेसेअर्च,1,0
रेशा,0,0
रेस्हब,1,0
रेशम,1,0
रेश्मा,0,0
रेश्मा,1,0
रेशमी,0,0
रेशु,0,0
रेशुब,1,0
रेसमा,0,0
रेवत,1,0
रेवती,1,0
रेवन्त,1,0
रेवत,1,0
रेवती,1,0
रेयाज़,1,0
रेयाजुल,1,0
रेण,1,0
र्हीचा,1,0
र्हितन,1,0
र्हित्विक,1,0
रिबेक,1,0
रिबेश,1,0
रिचा,0,0
रिचा,1,0
रिचन,1,0
रिचार्ड,1,0
रिच्कें,1,0
रिच्केश,1,0
ऋद्धि,0,0
ऋद्धि,1,0
रिदेश,1,0
रिहा,0,0
रिजाल,1,0
रिजन,1,0
रिजन,0,0
रिजेन,1,0
रिजेश,1,0
रिजिता,0,0
रिजु,0,0
रिजु,1,0
रिजुं,1,0
रिकेश,1,0
रिखी,1,0
रिकिता,0,0
रिमा,0,0
रिमा,1,0
रिमाल,1,0
रिना,0,0
रिना,1,0
रिनेश,1,0
रिनिषा,0,0
रिन्कल,0,0
रिंकेश,1,0
रिंकु,1,0
रिनु,0,0
रिनुषा,0,0
रिप,1,0
रिपाला,0,0
रिपेन्द्र,1,0
रिपेश,1,0
रिप्सु,1,0
रिपु,1,0
रिसब,1,0
रिसेदीप,1,0
रिशाभ,1,0
रिशन,1,0
रिशाप,1,0
रिशव,1,0
ऋषि,1,0
ऋषिका,0,0
ऋषिकेश,1,0
ऋषिराज,1,0
रिश्मा,0,0
रिश्मा,1,0
रिशु,1,0
रिता,0,0
रितेंद्र,1,0
रितेश,1,0
रिति,0,0
रिति,1,0
रितिक,1,0
रितिकेश,1,0
रितिश,1,0
ऋतु,0,0
ऋतु,1,0
ऋतुराज,1,0
रिवा,1,0
रिवाज,1,0
रिवाज,1,0
रियांका,0,0
रिजाल,1,0
रिज्बी,1,0
रमेश,1,0
रमिला,0,0
रोबन,1,0
रोबीना,0,0
रोबी,1,0
रोबिन्स,1,0
रोबिन्सों,1,0
रोबुस,1,0
रोचक,1,0
रोची,0,0
रोच्केय,1,0
रोच्क्य,1,0
रोदन,1,0
रोदेश,1,0
रोधन,1,0
रोदिना,0,0
रोहण,1,0
रोहीत,1,0
रोहिल,1,0
रोहिन,1,0
रोहिणी,0,0
रोहिणी,1,0
रोहित,1,0
रोइश,1,0
रोज,1,0
रोजल,1,0
रोजाला,0,0
रोजारी,0,0
रोजी,0,0
रोजीना,0,0
रोजें,1,0
रोजेश,1,0
रोजी,0,0
रोजिन,1,0
रोजिना,0,0
रोजिना,1,0
रोजित,1,0
रोजु,0,0
रोकिन,1,0
रोम,1,0
रोमाज,1,0
रोमन,1,0
रोमंतिका,0,0
रोमार्ष,1,0
रोमस,1,0
रोमी,0,0
रोमी,1,0
रोमीला,0,0
रोमिन,1,0
रोमित,1,0
रोमिता,0,0
रोमियो,1,0
रोन,1,0
रोनज,1,0
रोनक,1,0
रोनाल,1,0
रोनस,1,0
रोनस्त,1,0
रोनेश,1,0
रोनिक,1,0
रोनिश,1,0
रोनित,1,0
रूमी,0,0
रुप,1,0
रूपेश,1,0
रोजा,0,0
रोसन,1,0
रोसेलीन,0,0
रोसेमिं,1,0
रोशक,1,0
रोशन,1,0
रोशनी,0,0
रोशनी,1,0
रोशंरकेश,1,0
रोशीला,0,0
रोशेन्द्र,1,0
रोशी,0,0
रोशी,1,0
रोशिका,0,0
रोशिला,0,0
रोशिना,0,0
रोशिश,1,0
रोशन,0,0
रोशनी,0,0
रोशनी,1,0
रोसिना,0,0
रोसिश,1,0
रोसी,0,0
रोउशन,1,0
रोविच,1,0
रोय,1,0
रोयल,1,0
रोशन,1,0
रुबन,1,0
रुबश,1,0
रुब्बी,0,0
रुबेन,1,0
रुबेश,1,0
रुबी,0,0
रुबी,1,0
रुबिक,1,0
रुबिन,1,0
रुब्रु,1,0
रुबी,0,0
रुचेन्द्र,1,0
रुचि,0,0
रुचि,1,0
रुचिका,0,0
रुचिका,1,0
रुचिन,1,0
रुद्र,1,0
रुद्रराज,1,0
रुजल,1,0
रुजन,1,0
रुजीना,0,0
रुजेश,1,0
रुझा,0,0
रुझान,1,0
रुजी,0,0
रुज्जल,1,0
रुज्ज्वल,1,0
रुजु,0,0
रुजुला,0,0
रुकेश,1,0
रुक्मागत,1,0
रुकमणि,0,0
रुक्मिता,0,0
रुक्सान,1,0
रुक्षण,1,0
रुक्शना,0,0
रुक्षर,0,0
रुमान,1,0
रमेश,1,0
रुमी,0,0
रुमी,1,0
रमित,1,0
रुमुस,1,0
रुप,1,0
रुपक,1,0
रुपल,1,0
रुपन,1,0
रुपना,0,0
रुपस,1,0
रुपशी,0,0
रुपेन्द्र,1,0
रुपेश,1,0
रुपिका,0,0
रुपिका,1,0
रुप्रमा,0,0
रुप्सें,1,0
रुशल,1,0
रुशन,1,0
रुशील,1,0
रुषित,1,0
रुश्विन,1,0
रुसका,0,0
रुस्किन,1,0
रुस्सेल्ल,1,0
रुस्तम,1,0
साहिल,1,0
साजन,1,0
साकार,1,0
साकेत,1,0
सावाँ,1,0
सबल,1,0
सबल्राज,1,0
सबाना,0,0
सबनम,0,0
सब्बिर,1,0
सब्बिउ,1,0
सब्दसें,1,0
सबीन,1,0
सभ्यता,0,0
साबि,0,0
साबि,1,0
सबिल,1,0
सबिन,1,0
सबिना,0,0
सबिना,1,0
सबिन्द्र,1,0
सबिर,1,0
सबिता,0,0
सबिता,1,0
सावित्री,0,0
सावित्री,1,0
सविया,0,0
सबनम,0,0
सब्रीना,0,0
सब्रिन,1,0
सब्रिना,0,0
सबु,0,0
सबु,1,0
सच्च्याम,1,0
सच्चिदा,0,0
सच्चिदानन्द,1,0
सच्चिदानन्द,1,0
सच्चु,0,0
सचीन,1,0
सचेन्द्र,1,0
सचेत,1,0
सच्हम,1,0
सछ्यम,1,0
सचि,1,0
सचिदानन्द,1,0
सचिदानन्द,1,0
सचिन,1,0
सचिन,1,0
सचिन्द्र,1,0
सचिस,1,0
सचित,1,0
सचितानन्द,1,0
सच्याम,1,0
सदफ,1,0
सदाम,1,0
सदानन्द,1,0
सदानन्द,1,0
सदर,1,0
सद्दाम,1,0
सदीप,1,0
सदीप्ता,0,0
सदेश,1,0
साधना,0,0
साधना,1,0
सधिक्षा,0,0
साधुका,0,0
सदिच्छा,0,0
सदिच्छा,0,0
सदिछ्या,0,0
सदिच्या,0,0
सदिक्षा,0,0
सदिक्ष्य,1,0
साडीमा,0,0
सदिना,0,0
सदिप,1,0
सदिश,1,0
सदित,1,0
सफल,1,0
सफर,1,0
सफ्दर,1,0
सफ़िक्ष,1,0
सगर,1,0
सगौरव,1,0
सगिना,0,0
सगॊन,1,0
सगुन,0,0
सगुन,1,0
सग्याँ,1,0
सहबुद्दीन,1,0
सहदेब,1,0
सहदेव,1,0
सहज,1,0
सहन,1,0
साहना,0,0
सहनशीला,0,0
सहन्सिला,0,0
सहर,1,0
सहस,1,0
साहश,1,0
सहेल,1,0
सहेम,1,0
सहि,1,0
सहिब,1,0
सहिदी,0,0
सहिल,1,0
सहिना,0,0
सहिना,1,0
सहिष्णु,0,0
सहिष्णु,1,0
सहिसना,0,0
साहित्य,0,0
सहोदर,1,0
सहुल,1,0
सैदीप,1,0
